pos	freq
V71	-26	0.0106923079061529
V72	-25	0.0109757150425229
V73	-24	0.0107888418443871
V74	-23	0.0104287720355656
V75	-22	0.0106265091676968
V76	-21	0.0107059095188679
V77	-20	0.0113452927865898
V78	-19	0.0112438451940379
V79	-18	0.0114981175280348
V80	-17	0.0113716781040952
V81	-16	0.0107480113250226
V82	-15	0.011391720862721
V83	-14	0.0112034423723195
V84	-13	0.0116717182240705
V85	-12	0.0118013841240395
V86	-11	0.0111532261170371
V87	-10	0.0112990736906691
V88	-9	0.0106685873615552
V89	-8	0.0107753860432958
V90	-7	0.0109923834445725
V91	-6	0.00816421513595726
V92	-5	0.0109995459802999
V93	-4	0.00786770905925315
V94	-3	0.0102622214131549
V95	-2	0.0103551053155598
V96	-1	0.00784507443353141
V97	0	0.00614119822799415
V98	0	0.010924523261544
V99	0	0.0108472336484609
V100	0	0.0107100483520072
V101	0	0.0101106443462038
V102	0	0.00974054238638271
V103	0	0.0108376215268055
V104	0	0.0106449161104732
V105	0	0.0106995648910653
V106	1	0.00657077997968798
V107	2	0.0082585376801492
V108	3	0.0102009933433303
V109	4	0.0104795895502602
V110	5	0.0079290808717784
V111	6	0.0114579965923388
V112	7	0.00801328655301084
V113	8	0.011546636867804
V114	9	0.0109226034907491
V115	10	0.0112787490460209
V116	11	0.0113738047861775
V117	12	0.0119246956589809
V118	13	0.0119948324735617
V119	14	0.0120340133020056
V120	15	0.0114371477319363
V121	16	0.0113087767310537
V122	17	0.0115993089157836
V123	18	0.0113784740418402
V124	19	0.0116279924082144
V125	20	0.0116528009406111
V126	21	0.0110880640564377
V127	22	0.0116703011256566
V128	23	0.0107227632888318
V129	24	0.0109735529419962
V130	25	0.0104803088711537
V131	26	0.0105827340583252
V132	27	0.010819713118564
V133	28	0.010704236215651
V134	29	0.011024563492907
V135	30	0.0106588961273187
V136	31	0.0107982039680087
V137	32	0.0108029461294832
V138	33	0.0107904068233478
V139	34	0.0108677790794678
V140	35	0.00981269548986647
V141	36	0.0107445779377057
V142	37	0.0101319958789872
V143	38	0.0106793172900751
V144	39	0.0104792701768703
V145	40	0.0099170876724254
V146	41	0.010187027201556
V147	42	0.0103032136881375
V148	43	0.0099809430277903
V149	44	0.0102171277924007
V150	45	0.00933929907251051
V151	46	0.00986072396340277
V152	47	0.00957372375302089
V153	48	0.00964818683757819
V154	49	0.0103598336019631
V155	50	0.00981252399702342
V156	51	0.0100081719344398
V157	52	0.00936690638329047
V158	53	0.00996820861651555
V159	54	0.00976779490532844
V160	55	0.00959632089137517
V161	56	0.00930901518267465
V162	57	0.00932595366459849
V163	58	0.00936447420288949
V164	59	0.00956432621095492
V165	60	0.00935825384333737
V166	61	0.00930365021841472
V167	62	0.00902103737767312
V168	63	0.00898685491550681
V169	64	0.00909330087433621
V170	65	0.00894542520565313
V171	66	0.00859188125470232
V172	67	0.00871350561135559
V173	68	0.00870789624844075
V174	69	0.00877583347512729
V175	70	0.00897228751432022
V176	71	0.00849005525801997
V177	72	0.0089744260025507
V178	73	0.00870302008149065
V179	74	0.00861655578162334
V180	75	0.00898861499960679
V181	76	0.00876395445914474
V182	77	0.00865854719459871
V183	78	0.0083929950351084
V184	79	0.00876170557773494
V185	80	0.00849407602967788
V186	81	0.00852891878199708
V187	82	0.00817234346015614
V188	83	0.00838068832147976
V189	84	0.00812585428436118
V190	85	0.00819634589077615
V191	86	0.00814851252237917
V192	87	0.00827922892277978
V193	88	0.00814991781464492
V194	89	0.00859521812391109
V195	90	0.00826460042192947
V196	91	0.00779009240447827
V197	92	0.00809216061950468
V198	93	0.00799148371028503
V199	94	0.00843965570374642
V200	95	0.00764879188718153
